74.5112	2.89505
3.69872	3.03581
85.6415	-2.35451
94.0424	4.03181
44.7969	3.37266
99.9411	-2.92589
47.2117	3.63808
12.3803	-2.99885
35.1169	3.0288
82.2104	3.70573
52.664	-3.24585
31.8008	-2.1716
91.7363	4.42
63.3179	-1.1112
26.9031	-4.73309
18.8381	-2.58717
76.162	-4.15732
40.5867	1.38633
27.2643	1.82271
79.9344	-2.95709
50.155	-3.31201
25.1549	4.31926
40.5527	2.90835
99.4073	-4.09319
86.0835	1.94978
15.6738	2.20986
25.5782	-3.48318
75.9812	-3.47308
91.628	4.11947
27.1666	-3.16469
17.6349	-2.89885
77.0302	-3.1145
35.8522	-1.48572
87.7564	0.854158
41.3867	-3.91395
55.3529	2.35127
36.4008	-2.3812
11.1603	-2.9757
37.1418	4.35318
94.3586	-2.76103
54.1716	-4.10555
91.0586	-4.12161
69.9716	-4.42844
15.3436	-4.87641
52.0962	2.88492
86.7466	2.80999
35.4385	4.00843
94.9691	-2.16978
82.8984	-1.36231
99.489	-4.2786
55.2459	-2.09128
22.5759	5.04296
51.3822	5.21561
63.9181	-1.43952
38.2408	3.21758
68.5952	-4.20825
78.5806	-4.19247
76.0608	-3.7448
97.6278	1.6756
36.1029	1.91335
0.795291	3.27954
61.5786	-1.76358
75.6892	2.10516
3.13467	1.08469
17.4713	3.42027
42.861	2.92541
64.8294	-1.13433
70.9862	2.4917
37.9542	1.80087
67.7782	-3.96317
16.633	-2.27259
81.8449	-2.31283
71.9005	3.0052
37.6373	-1.44108
10.9473	1.78804
52.0869	3.22135
48.254	4.60736
40.2952	3.65271
81.143	-2.47441
28.1751	2.80392
74.1907	3.58667
58.184	-2.83889
97.3639	2.28114
13.1144	3.97973
42.2616	1.8151
53.7911	-3.38874
68.7481	1.8535
23.9213	-1.55343
35.112	2.73019
88.9121	-3.11512
96.9143	4.0708
88.6425	-3.00216
3.05616	3.35798
90.3728	1.96729
1.69622	4.68391
83.7103	3.41182
14.4391	6.09955
80.268	-4.2558
63.784	-2.80192
15.1939	-2.33575
10.4447	3.99606
29.9515	-1.86265
26.4418	-3.11801
16.8432	2.23076
14.462	-3.39743
21.2897	-4.72264
2.6274	-3.24347
72.2637	3.73335
57.7467	-3.69568
19.1592	2.59651
85.654	-0.58773
97.0838	-2.04054
29.0204	-3.03614
60.4962	2.59696
56.1267	4.23418
58.7731	-1.59241
91.7113	-1.11941
80.2928	-2.53736
13.2011	2.80548
83.1331	-4.25523
1.75034	-2.08514
61.5616	4.7199
60.822	-3.60208
56.7537	-2.8485
6.20431	2.32458
36.236	-3.797
30.786	2.63941
